1992 02 23    184.072    195.550    417.838    433.182     10.321
1992 02 24    180.823    183.075    404.552    419.869     11.222
1992 02 25    176.857    182.211    400.170    414.974     11.673
1992 02 26    173.067    179.804    390.957    405.340     10.602
1992 02 27    169.361    176.956    382.225    396.167      9.876
1992 02 28    165.958    175.267    376.300    389.886      9.632
1992 02 29    165.987    175.236    376.926    390.753      9.568
1992 03 01    163.263    162.004    360.679    374.081      9.372
1992 03 02    158.982    151.435    344.098    356.896      9.112
1992 03 03    155.685    155.537    343.905    356.329      8.890
1992 03 04    152.570    156.261    340.758    352.825      8.683
1992 03 05    149.700    155.648    336.576    348.316      8.487
1992 03 06    147.025    154.637    332.307    343.752      8.307
1992 03 07    145.836    148.979    325.688    337.150      8.360
1992 03 08    143.422    139.166    313.181    324.403      8.269
1992 03 09    140.525    133.042    303.473    314.398      8.052
1992 03 10    139.240    140.874    310.015    320.827      7.978
1992 03 11    137.425    143.627    311.047    321.731      7.957
1992 03 12    134.398    139.706    303.320    313.717      7.819
1992 03 13    132.408    139.068    300.373    310.794      7.782
1992 03 14    130.845    141.757    301.123    311.987      7.697
1992 03 15    131.657    150.140    311.406    324.272      7.930
1992 03 16    136.125    174.631    342.135    358.520      8.360
1992 03 17    140.567    207.875    380.882    399.976      8.582
1992 03 18    147.802    244.303    428.141    454.598      9.510
1992 03 19    151.470    271.358    460.371    489.322      9.992
1992 03 20    148.991    264.148    448.034    470.782      9.324
1992 03 21    146.587    257.101    437.327    455.757      8.990
1992 03 22    143.557    236.435    412.110    427.702      8.603
1992 03 23    142.610    225.742    400.183    415.649      8.450
1992 03 24    142.327    225.077    398.621    413.293      8.259
1992 03 25    141.088    218.342    390.003    404.197      8.079
1992 03 26    139.238    212.144    381.451    395.348      7.935
1992 03 27    137.479    204.792    371.759    385.292      7.776
1992 03 28    135.768    197.068    361.802    375.022      7.633
1992 03 29    136.886    183.443    351.160    365.782      8.031
1992 03 30    151.678    206.466    408.038    435.315     12.706
1992 03 31    178.229    270.348    533.948    586.182     20.605
1992 04 01    196.103    311.938    618.360    686.288     25.609
1992 04 02    198.432    331.218    652.922    725.681     28.026
1992 04 03    201.368    388.840    747.895    847.219     34.138
1992 04 04    221.470    473.940    944.197   1078.049     53.290
1992 04 05    238.997    526.091   1099.407   1240.034     82.562
1992 04 06    236.803    558.686   1110.865   1227.201     83.983
1992 04 07    226.042    595.936   1087.738   1183.842     71.716
1992 04 08    218.725    626.252   1091.242   1183.107     67.475
1992 04 09    217.767    650.561   1128.856   1220.061     71.997
1992 04 10    220.824    672.520   1154.510   1237.771     74.722
1992 04 11    222.752    670.343   1068.097   1124.153     51.265
1992 04 12    223.698    650.278    973.631   1011.258     28.959
1992 04 13    226.454    632.331    937.373    970.217     22.497
1992 04 14    229.398    616.931    917.327    949.767     19.990
1992 04 15    231.827    591.731    886.851    917.877     17.726
1992 04 16    233.372    564.803    862.563    895.492     18.198
1992 04 17    233.923    536.180    834.239    871.314     19.815
1992 04 18    233.555    506.357    794.204    830.039     18.002
1992 04 19    232.539    466.390    745.157    778.367     15.023
1992 04 20    231.381    438.468    711.157    744.878     12.791
1992 04 21    229.024    429.374    696.093    726.245     11.153
1992 04 22    226.108    416.785    677.280    705.312      9.812
1992 04 23    223.348    405.377    660.842    686.619      8.927
1992 04 24    220.729    395.754    647.182    671.262      8.386
1992 04 25    218.254    387.245    635.264    657.614      8.042
1992 04 26    223.791    388.826    643.806    669.900      8.434
1992 04 27    235.362    413.474    688.594    718.423     11.090
1992 04 28    236.969    439.631    724.460    754.400     12.081
1992 04 29    236.579    451.844    739.377    764.801     11.678
1992 04 30    233.212    440.376    717.412    738.268      9.923
1992 05 01    233.130    426.100    698.927    718.228      9.340
1992 05 02    233.973    406.150    678.248    697.072      9.054
1992 05 03    234.121    369.848    638.628    657.552      8.588
1992 05 04    235.855    345.221    614.155    633.451      8.413
1992 05 05    235.096    339.031    606.167    624.854      8.259
1992 05 06    232.001    326.986    590.134    607.896      8.079
1992 05 07    229.460    322.330    582.244    599.402      7.904
